participant_id,explanation_type,construct,mean_rating,n_ratings,explanation_type_name
P043,A,satisfaction,6.428571428571429,7,Rule-based decision path
P043,A,trust,6.428571428571429,7,Rule-based decision path
P043,A,usability_understandability,6.857142857142857,7,Rule-based decision path
P043,B,perceived_effectiveness,5.571428571428571,7,Local feature-attribution / key-factor explanation
P043,B,satisfaction,4.428571428571429,7,Local feature-attribution / key-factor explanation
P043,B,trust,4.285714285714286,7,Local feature-attribution / key-factor explanation
P043,B,usability_understandability,4.428571428571429,7,Local feature-attribution / key-factor explanation
P043,C,perceived_effectiveness,5.5,8,Counterfactual explanation
P043,C,satisfaction,3.5,8,Counterfactual explanation
P043,C,trust,3.375,8,Counterfactual explanation
P043,C,usability_understandability,4.375,8,Counterfactual explanation
P043,D,perceived_effectiveness,4.5,8,LLM natural-language explanation
P043,D,satisfaction,2.875,8,LLM natural-language explanation
P043,D,trust,3.25,8,LLM natural-language explanation
P043,D,usability_understandability,3.5,8,LLM natural-language explanation
P043,E,perceived_effectiveness,6.625,8,Doctor-written-style explanation
P043,E,satisfaction,6.125,8,Doctor-written-style explanation
P043,E,trust,6.625,8,Doctor-written-style explanation
P043,E,usability_understandability,6.25,8,Doctor-written-style explanation
P045,A,perceived_effectiveness,5.428571428571429,7,Rule-based decision path
P045,A,satisfaction,5.857142857142857,7,Rule-based decision path
P045,A,trust,6.0,7,Rule-based decision path
P045,A,usability_understandability,6.0,7,Rule-based decision path
P045,B,perceived_effectiveness,5.5,10,Local feature-attribution / key-factor explanation
P045,B,satisfaction,5.4,10,Local feature-attribution / key-factor explanation
P045,B,trust,5.7,10,Local feature-attribution / key-factor explanation
P045,B,usability_understandability,5.8,10,Local feature-attribution / key-factor explanation
P045,C,perceived_effectiveness,5.833333333333333,6,Counterfactual explanation
P045,C,satisfaction,6.0,6,Counterfactual explanation
P045,C,trust,6.333333333333333,6,Counterfactual explanation
P045,C,usability_understandability,6.333333333333333,6,Counterfactual explanation
P045,D,perceived_effectiveness,5.571428571428571,7,LLM natural-language explanation
P045,D,satisfaction,6.0,7,LLM natural-language explanation
P045,D,trust,6.142857142857143,7,LLM natural-language explanation
P045,D,usability_understandability,5.857142857142857,7,LLM natural-language explanation
P045,E,perceived_effectiveness,6.0,7,Doctor-written-style explanation
P045,E,satisfaction,6.285714285714286,7,Doctor-written-style explanation
P045,E,trust,6.285714285714286,7,Doctor-written-style explanation
P045,E,usability_understandability,5.714285714285714,7,Doctor-written-style explanation
P046,A,perceived_effectiveness,6.75,8,Rule-based decision path
P046,A,satisfaction,6.25,8,Rule-based decision path
P046,A,trust,6.875,8,Rule-based decision path
P046,A,usability_understandability,6.25,8,Rule-based decision path
P046,B,perceived_effectiveness,4.714285714285714,7,Local feature-attribution / key-factor explanation
P046,B,satisfaction,3.857142857142857,7,Local feature-attribution / key-factor explanation
P046,B,trust,4.428571428571429,7,Local feature-attribution / key-factor explanation
P046,B,usability_understandability,4.285714285714286,7,Local feature-attribution / key-factor explanation
P046,C,perceived_effectiveness,3.5714285714285716,7,Counterfactual explanation
P046,C,satisfaction,3.142857142857143,7,Counterfactual explanation
P046,C,trust,3.2857142857142856,7,Counterfactual explanation
P046,C,usability_understandability,3.2857142857142856,7,Counterfactual explanation
P046,D,perceived_effectiveness,1.5,8,LLM natural-language explanation
P046,D,satisfaction,1.5,8,LLM natural-language explanation
P046,D,trust,1.5,8,LLM natural-language explanation
P046,D,usability_understandability,1.625,8,LLM natural-language explanation
P046,E,perceived_effectiveness,5.777777777777778,9,Doctor-written-style explanation
P046,E,satisfaction,5.555555555555555,9,Doctor-written-style explanation
P046,E,trust,5.666666666666667,9,Doctor-written-style explanation
P046,E,usability_understandability,5.555555555555555,9,Doctor-written-style explanation
P047,A,perceived_effectiveness,6.8,10,Rule-based decision path
P047,A,satisfaction,6.6,10,Rule-based decision path
P047,A,trust,6.6,10,Rule-based decision path
P047,A,usability_understandability,6.9,10,Rule-based decision path
P047,B,perceived_effectiveness,5.285714285714286,7,Local feature-attribution / key-factor explanation
P047,B,satisfaction,5.142857142857143,7,Local feature-attribution / key-factor explanation
P047,B,trust,5.571428571428571,7,Local feature-attribution / key-factor explanation
P047,B,usability_understandability,4.857142857142857,7,Local feature-attribution / key-factor explanation
P047,C,perceived_effectiveness,3.0,6,Counterfactual explanation
P047,C,satisfaction,3.1666666666666665,6,Counterfactual explanation
P047,C,trust,3.3333333333333335,6,Counterfactual explanation
P047,C,usability_understandability,3.3333333333333335,6,Counterfactual explanation
P047,D,perceived_effectiveness,2.2222222222222223,9,LLM natural-language explanation
P047,D,satisfaction,2.111111111111111,9,LLM natural-language explanation
P047,D,trust,2.6666666666666665,9,LLM natural-language explanation
P047,D,usability_understandability,3.2222222222222223,9,LLM natural-language explanation
P047,E,perceived_effectiveness,4.625,8,Doctor-written-style explanation
P047,E,satisfaction,4.125,8,Doctor-written-style explanation
P047,E,trust,4.25,8,Doctor-written-style explanation
P047,E,usability_understandability,4.0,8,Doctor-written-style explanation
P048,A,perceived_effectiveness,6.8,10,Rule-based decision path
P048,A,satisfaction,6.6,10,Rule-based decision path
P048,A,trust,6.4,10,Rule-based decision path
P048,A,usability_understandability,6.4,10,Rule-based decision path
P048,B,perceived_effectiveness,4.8,5,Local feature-attribution / key-factor explanation
P048,B,satisfaction,3.8,5,Local feature-attribution / key-factor explanation
P048,B,trust,5.0,5,Local feature-attribution / key-factor explanation
P048,B,usability_understandability,4.8,5,Local feature-attribution / key-factor explanation
P048,C,perceived_effectiveness,3.8333333333333335,6,Counterfactual explanation
P048,C,satisfaction,3.3333333333333335,6,Counterfactual explanation
P048,C,trust,3.1666666666666665,6,Counterfactual explanation
P048,C,usability_understandability,3.1666666666666665,6,Counterfactual explanation
P048,D,perceived_effectiveness,1.3,10,LLM natural-language explanation
P048,D,satisfaction,1.4,10,LLM natural-language explanation
P048,D,trust,1.9,10,LLM natural-language explanation
P048,D,usability_understandability,1.3,10,LLM natural-language explanation
P048,E,perceived_effectiveness,5.555555555555555,9,Doctor-written-style explanation
P048,E,satisfaction,5.111111111111111,9,Doctor-written-style explanation
P048,E,trust,5.888888888888889,9,Doctor-written-style explanation
P048,E,usability_understandability,5.111111111111111,9,Doctor-written-style explanation
P049,A,perceived_effectiveness,6.7,10,Rule-based decision path
P049,A,satisfaction,6.6,10,Rule-based decision path
P049,A,trust,6.5,10,Rule-based decision path
P049,A,usability_understandability,6.8,10,Rule-based decision path
P049,B,perceived_effectiveness,5.714285714285714,7,Local feature-attribution / key-factor explanation
P049,B,satisfaction,4.571428571428571,7,Local feature-attribution / key-factor explanation
P049,B,trust,4.571428571428571,7,Local feature-attribution / key-factor explanation
P049,B,usability_understandability,5.428571428571429,7,Local feature-attribution / key-factor explanation
P049,C,perceived_effectiveness,4.0,5,Counterfactual explanation
P049,C,satisfaction,3.6,5,Counterfactual explanation
P049,C,trust,3.8,5,Counterfactual explanation
P049,C,usability_understandability,3.8,5,Counterfactual explanation
P049,D,perceived_effectiveness,3.125,8,LLM natural-language explanation
P049,D,satisfaction,3.25,8,LLM natural-language explanation
P049,D,trust,3.625,8,LLM natural-language explanation
P049,D,usability_understandability,3.25,8,LLM natural-language explanation
P049,E,perceived_effectiveness,5.375,8,Doctor-written-style explanation
P049,E,satisfaction,4.75,8,Doctor-written-style explanation
P049,E,trust,5.0,8,Doctor-written-style explanation
P049,E,usability_understandability,5.75,8,Doctor-written-style explanation
P050,A,perceived_effectiveness,6.3,10,Rule-based decision path
P050,A,satisfaction,6.4,10,Rule-based decision path
P050,A,trust,6.5,10,Rule-based decision path
P050,A,usability_understandability,6.2,10,Rule-based decision path
P050,B,perceived_effectiveness,5.142857142857143,7,Local feature-attribution / key-factor explanation
P050,B,satisfaction,4.714285714285714,7,Local feature-attribution / key-factor explanation
P050,B,trust,4.142857142857143,7,Local feature-attribution / key-factor explanation
P050,B,usability_understandability,4.428571428571429,7,Local feature-attribution / key-factor explanation
P050,C,perceived_effectiveness,4.833333333333333,6,Counterfactual explanation
P050,C,satisfaction,3.3333333333333335,6,Counterfactual explanation
P050,C,trust,3.5,6,Counterfactual explanation
P050,C,usability_understandability,4.333333333333333,6,Counterfactual explanation
P050,D,perceived_effectiveness,2.7777777777777777,9,LLM natural-language explanation
P050,D,satisfaction,2.5555555555555554,9,LLM natural-language explanation
P050,D,trust,2.7777777777777777,9,LLM natural-language explanation
P050,D,usability_understandability,2.5555555555555554,9,LLM natural-language explanation
P050,E,perceived_effectiveness,6.375,8,Doctor-written-style explanation
P050,E,satisfaction,6.125,8,Doctor-written-style explanation
P050,E,trust,6.0,8,Doctor-written-style explanation
P050,E,usability_understandability,5.125,8,Doctor-written-style explanation
P051,A,perceived_effectiveness,6.5,8,Rule-based decision path
P051,A,satisfaction,6.375,8,Rule-based decision path
P051,A,trust,6.375,8,Rule-based decision path
P051,A,usability_understandability,6.75,8,Rule-based decision path
P051,B,perceived_effectiveness,4.875,8,Local feature-attribution / key-factor explanation
P051,B,satisfaction,4.875,8,Local feature-attribution / key-factor explanation
P051,B,trust,5.375,8,Local feature-attribution / key-factor explanation
P051,B,usability_understandability,4.75,8,Local feature-attribution / key-factor explanation
P051,C,perceived_effectiveness,3.375,8,Counterfactual explanation
P051,C,satisfaction,4.375,8,Counterfactual explanation
P051,C,trust,4.0,8,Counterfactual explanation
P051,C,usability_understandability,3.625,8,Counterfactual explanation
P051,D,perceived_effectiveness,3.0,8,LLM natural-language explanation
P051,D,satisfaction,2.375,8,LLM natural-language explanation
P051,D,trust,2.0,8,LLM natural-language explanation
P051,D,usability_understandability,3.125,8,LLM natural-language explanation
P051,E,perceived_effectiveness,6.125,8,Doctor-written-style explanation
P051,E,satisfaction,6.375,8,Doctor-written-style explanation
P051,E,trust,6.625,8,Doctor-written-style explanation
P051,E,usability_understandability,6.125,8,Doctor-written-style explanation
P052,A,perceived_effectiveness,6.625,8,Rule-based decision path
P052,A,satisfaction,6.75,8,Rule-based decision path
P052,A,trust,7.0,8,Rule-based decision path
P052,A,usability_understandability,6.75,8,Rule-based decision path
P052,B,perceived_effectiveness,6.0,8,Local feature-attribution / key-factor explanation
P052,B,satisfaction,3.75,8,Local feature-attribution / key-factor explanation
P052,B,trust,3.5,8,Local feature-attribution / key-factor explanation
P052,B,usability_understandability,4.875,8,Local feature-attribution / key-factor explanation
P052,C,perceived_effectiveness,5.625,8,Counterfactual explanation
P052,C,satisfaction,3.5,8,Counterfactual explanation
P052,C,trust,3.875,8,Counterfactual explanation
P052,C,usability_understandability,4.25,8,Counterfactual explanation
P052,D,perceived_effectiveness,4.125,8,LLM natural-language explanation
P052,D,satisfaction,2.75,8,LLM natural-language explanation
P052,D,trust,2.875,8,LLM natural-language explanation
P052,D,usability_understandability,2.625,8,LLM natural-language explanation
P052,E,perceived_effectiveness,6.75,8,Doctor-written-style explanation
P052,E,satisfaction,6.5,8,Doctor-written-style explanation
P052,E,trust,6.375,8,Doctor-written-style explanation
P052,E,usability_understandability,6.625,8,Doctor-written-style explanation
P053,A,perceived_effectiveness,6.75,8,Rule-based decision path
P053,A,satisfaction,6.75,8,Rule-based decision path
P053,A,trust,6.875,8,Rule-based decision path
P053,A,usability_understandability,6.375,8,Rule-based decision path
P053,B,perceived_effectiveness,6.0,8,Local feature-attribution / key-factor explanation
P053,B,satisfaction,4.125,8,Local feature-attribution / key-factor explanation
P053,B,trust,4.0,8,Local feature-attribution / key-factor explanation
P053,B,usability_understandability,5.125,8,Local feature-attribution / key-factor explanation
P053,C,perceived_effectiveness,5.625,8,Counterfactual explanation
P053,C,satisfaction,3.875,8,Counterfactual explanation
P053,C,trust,3.75,8,Counterfactual explanation
P053,C,usability_understandability,4.75,8,Counterfactual explanation
P053,D,perceived_effectiveness,3.875,8,LLM natural-language explanation
P053,D,satisfaction,2.875,8,LLM natural-language explanation
P053,D,trust,2.5,8,LLM natural-language explanation
P053,D,usability_understandability,2.75,8,LLM natural-language explanation
P053,E,perceived_effectiveness,6.5,8,Doctor-written-style explanation
P053,E,satisfaction,6.375,8,Doctor-written-style explanation
P053,E,trust,6.375,8,Doctor-written-style explanation
P053,E,usability_understandability,6.25,8,Doctor-written-style explanation
P054,A,perceived_effectiveness,6.625,8,Rule-based decision path
P054,A,satisfaction,6.875,8,Rule-based decision path
P054,A,trust,6.75,8,Rule-based decision path
P054,A,usability_understandability,6.625,8,Rule-based decision path
P054,B,perceived_effectiveness,5.875,8,Local feature-attribution / key-factor explanation
P054,B,satisfaction,4.375,8,Local feature-attribution / key-factor explanation
P054,B,trust,4.0,8,Local feature-attribution / key-factor explanation
P054,B,usability_understandability,5.25,8,Local feature-attribution / key-factor explanation
P054,C,perceived_effectiveness,5.75,8,Counterfactual explanation
P054,C,satisfaction,4.125,8,Counterfactual explanation
P054,C,trust,4.5,8,Counterfactual explanation
P054,C,usability_understandability,4.5,8,Counterfactual explanation
P054,D,perceived_effectiveness,4.625,8,LLM natural-language explanation
P054,D,satisfaction,2.75,8,LLM natural-language explanation
P054,D,trust,3.0,8,LLM natural-language explanation
P054,D,usability_understandability,2.75,8,LLM natural-language explanation
P054,E,perceived_effectiveness,6.625,8,Doctor-written-style explanation
P054,E,satisfaction,6.375,8,Doctor-written-style explanation
P054,E,trust,6.625,8,Doctor-written-style explanation
P054,E,usability_understandability,6.0,8,Doctor-written-style explanation
P055,A,perceived_effectiveness,4.375,8,Rule-based decision path
P055,A,satisfaction,4.25,8,Rule-based decision path
P055,A,trust,4.25,8,Rule-based decision path
P055,A,usability_understandability,4.5,8,Rule-based decision path
P055,B,perceived_effectiveness,2.625,8,Local feature-attribution / key-factor explanation
P055,B,satisfaction,2.5,8,Local feature-attribution / key-factor explanation
P055,B,trust,3.125,8,Local feature-attribution / key-factor explanation
P055,B,usability_understandability,2.5,8,Local feature-attribution / key-factor explanation
P055,C,perceived_effectiveness,2.75,8,Counterfactual explanation
P055,C,satisfaction,3.125,8,Counterfactual explanation
P055,C,trust,3.5,8,Counterfactual explanation
P055,C,usability_understandability,2.875,8,Counterfactual explanation
P055,D,perceived_effectiveness,4.5,8,LLM natural-language explanation
P055,D,satisfaction,4.5,8,LLM natural-language explanation
P055,D,trust,4.5,8,LLM natural-language explanation
P055,D,usability_understandability,4.375,8,LLM natural-language explanation
P055,E,perceived_effectiveness,4.5,8,Doctor-written-style explanation
P055,E,satisfaction,4.5,8,Doctor-written-style explanation
P055,E,trust,4.5,8,Doctor-written-style explanation
P055,E,usability_understandability,4.5,8,Doctor-written-style explanation
P056,A,perceived_effectiveness,6.625,8,Rule-based decision path
P056,A,satisfaction,6.375,8,Rule-based decision path
P056,A,trust,6.625,8,Rule-based decision path
P056,A,usability_understandability,6.875,8,Rule-based decision path
P056,B,perceived_effectiveness,6.5,8,Local feature-attribution / key-factor explanation
P056,B,satisfaction,6.25,8,Local feature-attribution / key-factor explanation
P056,B,trust,6.375,8,Local feature-attribution / key-factor explanation
P056,B,usability_understandability,6.375,8,Local feature-attribution / key-factor explanation
P056,C,perceived_effectiveness,6.375,8,Counterfactual explanation
P056,C,satisfaction,6.25,8,Counterfactual explanation
P056,C,trust,6.75,8,Counterfactual explanation
P056,C,usability_understandability,6.5,8,Counterfactual explanation
P056,D,perceived_effectiveness,6.625,8,LLM natural-language explanation
P056,D,satisfaction,6.875,8,LLM natural-language explanation
P056,D,trust,6.5,8,LLM natural-language explanation
P056,D,usability_understandability,7.0,8,LLM natural-language explanation
P056,E,perceived_effectiveness,7.0,8,Doctor-written-style explanation
P056,E,satisfaction,6.75,8,Doctor-written-style explanation
P056,E,trust,6.75,8,Doctor-written-style explanation
P056,E,usability_understandability,6.875,8,Doctor-written-style explanation
P057,A,perceived_effectiveness,4.555555555555555,9,Rule-based decision path
P057,A,satisfaction,4.222222222222222,9,Rule-based decision path
P057,A,trust,4.444444444444445,9,Rule-based decision path
P057,A,usability_understandability,4.666666666666667,9,Rule-based decision path
P057,B,perceived_effectiveness,4.125,8,Local feature-attribution / key-factor explanation
P057,B,satisfaction,4.0,8,Local feature-attribution / key-factor explanation
P057,B,trust,4.0,8,Local feature-attribution / key-factor explanation
P057,B,usability_understandability,4.25,8,Local feature-attribution / key-factor explanation
P057,C,perceived_effectiveness,5.142857142857143,7,Counterfactual explanation
P057,C,satisfaction,4.857142857142857,7,Counterfactual explanation
P057,C,trust,4.857142857142857,7,Counterfactual explanation
P057,C,usability_understandability,4.857142857142857,7,Counterfactual explanation
P057,D,perceived_effectiveness,5.0,8,LLM natural-language explanation
P057,D,satisfaction,4.625,8,LLM natural-language explanation
P057,D,trust,5.125,8,LLM natural-language explanation
P057,D,usability_understandability,5.125,8,LLM natural-language explanation
P057,E,perceived_effectiveness,5.0,6,Doctor-written-style explanation
P057,E,satisfaction,4.833333333333333,6,Doctor-written-style explanation
P057,E,trust,5.333333333333333,6,Doctor-written-style explanation
P057,E,usability_understandability,4.833333333333333,6,Doctor-written-style explanation
P058,A,perceived_effectiveness,4.777777777777778,9,Rule-based decision path
P058,A,satisfaction,4.555555555555555,9,Rule-based decision path
P058,A,trust,5.111111111111111,9,Rule-based decision path
P058,A,usability_understandability,7.0,9,Rule-based decision path
P058,B,perceived_effectiveness,3.8333333333333335,6,Local feature-attribution / key-factor explanation
P058,B,satisfaction,3.6666666666666665,6,Local feature-attribution / key-factor explanation
P058,B,trust,4.833333333333333,6,Local feature-attribution / key-factor explanation
P058,B,usability_understandability,7.0,6,Local feature-attribution / key-factor explanation
P058,C,perceived_effectiveness,5.111111111111111,9,Counterfactual explanation
P058,C,satisfaction,5.333333333333333,9,Counterfactual explanation
P058,C,trust,5.333333333333333,9,Counterfactual explanation
P058,C,usability_understandability,7.0,9,Counterfactual explanation
P058,D,perceived_effectiveness,5.777777777777778,9,LLM natural-language explanation
P058,D,satisfaction,5.555555555555555,9,LLM natural-language explanation
P058,D,trust,5.444444444444445,9,LLM natural-language explanation
P058,D,usability_understandability,6.555555555555555,9,LLM natural-language explanation
P058,E,perceived_effectiveness,5.142857142857143,7,Doctor-written-style explanation
P058,E,satisfaction,5.714285714285714,7,Doctor-written-style explanation
P058,E,trust,5.428571428571429,7,Doctor-written-style explanation
P058,E,usability_understandability,7.0,7,Doctor-written-style explanation
P059,A,perceived_effectiveness,5.375,8,Rule-based decision path
P059,A,satisfaction,5.0,8,Rule-based decision path
P059,A,trust,5.875,8,Rule-based decision path
P059,A,usability_understandability,6.0,8,Rule-based decision path
P059,B,perceived_effectiveness,4.5,8,Local feature-attribution / key-factor explanation
P059,B,satisfaction,3.75,8,Local feature-attribution / key-factor explanation
P059,B,trust,3.875,8,Local feature-attribution / key-factor explanation
P059,B,usability_understandability,4.0,8,Local feature-attribution / key-factor explanation
P059,C,perceived_effectiveness,4.875,8,Counterfactual explanation
P059,C,satisfaction,5.0,8,Counterfactual explanation
P059,C,trust,5.5,8,Counterfactual explanation
P059,C,usability_understandability,4.625,8,Counterfactual explanation
P059,D,perceived_effectiveness,6.125,8,LLM natural-language explanation
P059,D,satisfaction,6.125,8,LLM natural-language explanation
P059,D,trust,5.875,8,LLM natural-language explanation
P059,D,usability_understandability,5.875,8,LLM natural-language explanation
P059,E,perceived_effectiveness,5.25,8,Doctor-written-style explanation
P059,E,satisfaction,4.75,8,Doctor-written-style explanation
P059,E,trust,5.875,8,Doctor-written-style explanation
P059,E,usability_understandability,5.5,8,Doctor-written-style explanation
P060,A,perceived_effectiveness,5.428571428571429,7,Rule-based decision path
P060,A,satisfaction,5.428571428571429,7,Rule-based decision path
P060,A,trust,5.0,7,Rule-based decision path
P060,A,usability_understandability,5.571428571428571,7,Rule-based decision path
P060,B,perceived_effectiveness,4.6,10,Local feature-attribution / key-factor explanation
P060,B,satisfaction,4.3,10,Local feature-attribution / key-factor explanation
P060,B,trust,4.4,10,Local feature-attribution / key-factor explanation
P060,B,usability_understandability,5.1,10,Local feature-attribution / key-factor explanation
P060,C,perceived_effectiveness,5.666666666666667,6,Counterfactual explanation
P060,C,satisfaction,6.0,6,Counterfactual explanation
P060,C,trust,6.0,6,Counterfactual explanation
P060,C,usability_understandability,5.833333333333333,6,Counterfactual explanation
P060,D,perceived_effectiveness,5.142857142857143,7,LLM natural-language explanation
P060,D,satisfaction,5.714285714285714,7,LLM natural-language explanation
P060,D,trust,5.857142857142857,7,LLM natural-language explanation
P060,D,usability_understandability,5.428571428571429,7,LLM natural-language explanation
P060,E,perceived_effectiveness,5.888888888888889,9,Doctor-written-style explanation
P060,E,satisfaction,5.777777777777778,9,Doctor-written-style explanation
P060,E,trust,5.666666666666667,9,Doctor-written-style explanation
P060,E,usability_understandability,5.777777777777778,9,Doctor-written-style explanation
P061,A,perceived_effectiveness,3.625,8,Rule-based decision path
P061,A,satisfaction,3.625,8,Rule-based decision path
P061,A,trust,3.5,8,Rule-based decision path
P061,A,usability_understandability,3.875,8,Rule-based decision path
P061,B,perceived_effectiveness,3.125,8,Local feature-attribution / key-factor explanation
P061,B,satisfaction,2.0,8,Local feature-attribution / key-factor explanation
P061,B,trust,2.125,8,Local feature-attribution / key-factor explanation
P061,B,usability_understandability,2.0,8,Local feature-attribution / key-factor explanation
P061,C,perceived_effectiveness,3.5,8,Counterfactual explanation
P061,C,satisfaction,3.75,8,Counterfactual explanation
P061,C,trust,3.625,8,Counterfactual explanation
P061,C,usability_understandability,3.875,8,Counterfactual explanation
P061,D,perceived_effectiveness,4.125,8,LLM natural-language explanation
P061,D,satisfaction,4.125,8,LLM natural-language explanation
P061,D,trust,3.875,8,LLM natural-language explanation
P061,D,usability_understandability,4.25,8,LLM natural-language explanation
P061,E,perceived_effectiveness,4.375,8,Doctor-written-style explanation
P061,E,satisfaction,4.25,8,Doctor-written-style explanation
P061,E,trust,4.125,8,Doctor-written-style explanation
P061,E,usability_understandability,4.25,8,Doctor-written-style explanation
P062,A,perceived_effectiveness,3.125,8,Rule-based decision path
P062,A,satisfaction,3.0,8,Rule-based decision path
P062,A,trust,3.375,8,Rule-based decision path
P062,A,usability_understandability,3.625,8,Rule-based decision path
P062,B,perceived_effectiveness,3.5,8,Local feature-attribution / key-factor explanation
P062,B,satisfaction,3.375,8,Local feature-attribution / key-factor explanation
P062,B,trust,3.5,8,Local feature-attribution / key-factor explanation
P062,B,usability_understandability,4.5,8,Local feature-attribution / key-factor explanation
P062,C,perceived_effectiveness,4.5,8,Counterfactual explanation
P062,C,satisfaction,4.25,8,Counterfactual explanation
P062,C,trust,4.125,8,Counterfactual explanation
P062,C,usability_understandability,4.625,8,Counterfactual explanation
P062,D,perceived_effectiveness,4.125,8,LLM natural-language explanation
P062,D,satisfaction,4.125,8,LLM natural-language explanation
P062,D,trust,4.0,8,LLM natural-language explanation
P062,D,usability_understandability,4.5,8,LLM natural-language explanation
P062,E,perceived_effectiveness,5.375,8,Doctor-written-style explanation
P062,E,satisfaction,4.875,8,Doctor-written-style explanation
P062,E,trust,5.125,8,Doctor-written-style explanation
P062,E,usability_understandability,4.75,8,Doctor-written-style explanation
P063,A,perceived_effectiveness,3.625,8,Rule-based decision path
P063,A,satisfaction,3.875,8,Rule-based decision path
P063,A,trust,4.0,8,Rule-based decision path
P063,A,usability_understandability,3.875,8,Rule-based decision path
P063,B,perceived_effectiveness,2.5,8,Local feature-attribution / key-factor explanation
P063,B,satisfaction,3.0,8,Local feature-attribution / key-factor explanation
P063,B,trust,3.25,8,Local feature-attribution / key-factor explanation
P063,B,usability_understandability,3.125,8,Local feature-attribution / key-factor explanation
P063,C,perceived_effectiveness,4.285714285714286,7,Counterfactual explanation
P063,C,satisfaction,4.571428571428571,7,Counterfactual explanation
P063,C,trust,4.714285714285714,7,Counterfactual explanation
P063,C,usability_understandability,4.571428571428571,7,Counterfactual explanation
P063,D,perceived_effectiveness,4.555555555555555,9,LLM natural-language explanation
P063,D,satisfaction,4.555555555555555,9,LLM natural-language explanation
P063,D,trust,4.555555555555555,9,LLM natural-language explanation
P063,D,usability_understandability,4.555555555555555,9,LLM natural-language explanation
P063,E,perceived_effectiveness,4.5,8,Doctor-written-style explanation
P063,E,satisfaction,4.5,8,Doctor-written-style explanation
P063,E,trust,4.5,8,Doctor-written-style explanation
P063,E,usability_understandability,4.5,8,Doctor-written-style explanation
